0 0
0.00098 1579.875
0.00198 3159.75
0.002061 3287.456
0.003079 4705.558
0.004075 5437.466
0.005152 5995.973
0.006245 6401.358
0.007481 6764.746
0.008539 7033.454
0.009885 7342.199
0.011248 7598.875
0.01275 7794.652
0.014093 7937.813
0.015488 8063.019
0.016941 8159.001
0.018528 8244.552
0.019998 8319.897
0.021223 8370.046
0.0231 8420.555
0.0241 8442.797
0.0251 8465.427
0.0261 8486.985
0.02745 8510.112
0.02845 8526.215
0.02945 8543.594
0.03045 8560.003
0.03145 8576.064
0.03245 8592.524
0.03345 8608.512
0.03445 8624.554
0.03545 8639.399
0.03645 8658.972
0.03745 8678.098
0.039333 8710.055
0.040333 8729.028
0.041333 8743.197
0.042333 8762.37
0.043333 8780.098
0.044333 8793.957
0.045333 8807.415
0.046333 8821.856
0.047333 8835.36
0.048333 8852.629
0.049333 8870.407
0.050333 8884.466
0.051333 8898.266
0.052333 8915.725
0.053333 8933.18
0.054333 8946.817
0.055333 8964.356
0.056333 8978.002
0.057333 8991.654
0.059193 9017.649
0.060193 9031.787
0.062111 9057.668
0.063111 9069.745
0.065014 9088.768
0.066683 9103.314
0.067683 9112.047
0.068683 9120.169
0.069683 9129.468
0.070683 9139.028
0.071683 9148.726
0.07314 9161.802
0.07414 9170.574
0.07514 9179.177
0.07614 9188.51
0.07714 9196.562
0.07814 9205.351
0.080076 9220.493
0.081076 9227.555
0.082076 9235.395
0.084001 9246.613
0.085001 9251.197
0.086001 9254.93
0.086889 9256.573
0.087889 9257.369
0.088844 9242.918
0.089844 9240.18
0.090844 9222.512
0.091844 9215.964
0.092771 9194.185
0.093271 9189.809
0.094219 9165.477
0.095168 9151.663
0.096162 9112.712
0.097048 9095.727
0.097976 9056.256
0.098866 9038.235
0.100847 8962.225
0.101847 8925.824
0.102847 8888.283
0.103583 8869.331
0.103689 8857.268
0.104371 8839.615
0.104434 8828.713
0.105145 8809.861
