0.00E+00 0
0.001007 3072.854
0.001242 3792.608
0.00173 5227.409
0.002051 5799.646
0.003082 6937.334
0.004112 7905.238
0.005303 8630.121
0.006368 9100.088
0.007579 9474.624
0.008626 9731.741
0.010025 10002.353
0.01108 10171.522
0.013051 10399.581
0.014326 10520.81
0.015396 10604.313
0.017048 10714.063
0.018596 10784.826
0.019852 10824.18
0.021277 10860.696
0.022277 10884.442
0.023277 10909.977
0.02489 10944.618
0.02589 10967.984
0.02689 10991.457
0.02789 11016.87
0.02889 11038.05
0.02989 11059.981
0.03089 11081.015
0.03189 11102.121
0.03289 11122.525
0.03389 11144.272
0.03489 11165.516
0.036825 11209.859
0.037825 11232.769
0.038825 11255.702
0.039825 11277.815
0.040825 11301.395
0.041825 11323.469
0.043299 11352.235
0.044299 11372.066
0.046179 11406.53
0.047243 11426.326
0.048243 11444.773
0.04925 11465.554
0.05025 11487.548
0.051309 11508.659
0.052309 11529.158
0.053352 11550.576
0.054352 11572.624
0.055398 11593.886
0.057226 11628.31
0.058226 11645.185
0.059295 11662.425
0.060295 11679.72
0.061312 11696.06
0.062312 11712.918
0.063398 11730.32
0.064458 11745.574
0.065458 11759.397
0.066532 11774.323
0.068456 11801.706
0.069456 11814.651
0.070557 11830.544
0.071557 11845.814
0.072652 11861.132
0.073652 11876.195
0.074682 11889.949
0.075682 11904.07
0.077531 11924.944
0.078437 11932.757
0.079437 11937.12
0.080346 11938.986
0.081346 11939.266
0.081382 11939.266
0.082367 11938.919
0.083306 11937.815
0.083397 11937.771
0.084397 11936.515
0.085311 11934.218
0.086313 11906.682
0.087188 11865.518
0.087686 11851.505
0.088497 11803.497
0.089497 11771.949
0.089515 11771.421
